Embryo,Stage,mtX,mtY,mtZ
1,9.5,Neural_Tube,1.62303074,1.21842832,0.95647447
1,9.5,Cardiac_muscle_lineages,1.20425287,0.91026067,1.15972543
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Early_mesenchyme,1.32541435,0.85264420,1.20978361
1,9.5,Stromal_cells,1.06040091,0.92247481,1.35171666
1,9.5,Intermediate_Mesoderm,1.31212635,1.21600533,1.74931414
1,9.5,Radial_glia,1.87904884,0.80795318,0.52843372
1,9.5,Intermediate_Mesoderm,1.16986580,1.16919557,1.63176675
1,9.5,Notochord_cells,NA,NA,NA
1,9.5,Radial_glia,1.80891048,0.85055067,0.63692957
1,9.5,Oligodendrocyte_Progenitors,NA,NA,NA
1,9.5,Early_mesenchyme,0.91757199,0.69446209,1.23931120
1,9.5,Notochord_cells,1.40575759,1.09676603,0.67679550
1,9.5,Oligodendrocyte_Progenitors,1.63276739,1.46361751,1.36628784
1,9.5,Endothelial_cells,NA,NA,NA
1,9.5,Early_mesenchyme,0.78204515,0.61137899,1.26624467
1,9.5,Neural_Tube,1.52944994,0.87034013,0.57227428
1,9.5,Intermediate_Mesoderm,NA,NA,NA
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Schwann_cell_precursor,2.60506051,2.74211295,2.93335778
1,9.5,NA,NA,NA,NA
1,9.5,Neural_progenitor_cells,0.83367093,0.92260824,0.31152297
1,9.5,Neural_Tube,1.62171225,0.82345925,0.53603700
1,9.5,Intermediate_Mesoderm,1.00084364,1.19578099,1.67931372
1,9.5,Endothelial_cells,1.51410119,1.11835111,1.25226264
1,9.5,Myocytes,0.72054999,0.53762470,1.25481921
1,9.5,Epithelial_cells,1.09988367,1.38375796,1.09474923
1,9.5,Primitive_erythroid_lineage,2.42796980,1.39045929,1.75537094
1,9.5,Epithelial_cells,0.86293397,1.26665863,1.76135336
1,9.5,Neural_Tube,1.65272283,0.84525461,0.63731159
1,9.5,Chondroctye_progenitors,1.23244120,0.80744336,0.98230891
1,9.5,Neural_Tube,1.67180341,0.89572854,0.64227860
1,9.5,Stromal_cells,1.07383068,0.89698820,1.35667597
1,9.5,NA,NA,NA,NA
1,9.5,Neural_Tube,1.53791953,0.88525818,0.42278484
1,9.5,Epithelial_cells,1.10747680,1.06351615,0.99601596
1,9.5,Neural_Tube,1.60914951,0.90698055,0.61465057
1,9.5,Neural_Tube,1.63654345,0.73689145,0.57154944
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Primitive_erythroid_lineage,NA,NA,NA
1,9.5,Intermediate_Mesoderm,1.09652777,1.35462426,1.77639214
1,9.5,Radial_glia,1.72034210,0.80945835,0.44549895
1,9.5,Isthmic_organizer_cells,1.55729860,1.66277983,1.32415428
1,9.5,Early_mesenchyme,0.99904761,0.78267797,1.15340862
1,9.5,Neural_Tube,1.66223754,0.89026853,0.61169076
1,9.5,Intermediate_Mesoderm,1.28339118,1.23670979,1.74100228
1,9.5,Radial_glia,1.87250834,0.80313843,0.53378864
1,9.5,Neural_Tube,1.51520698,0.90342732,0.54330634
1,9.5,Cholinergic_neurons,0.59058749,1.08113418,0.13602467
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Isthmic_organizer_cells,1.77971827,1.27125862,0.94470375
1,9.5,Radial_glia,1.68959132,0.76615750,0.50690147
1,9.5,Intermediate_Mesoderm,1.06965461,1.38517808,1.77776696
1,9.5,Neural_Tube,1.44932737,0.81758366,0.64198368
1,9.5,Cholinergic_neurons,0.78643412,0.95842137,0.33366636
1,9.5,Epithelial_cells,1.08438758,0.99498742,1.03202754
1,9.5,Intermediate_Mesoderm,1.18027763,1.35317654,1.46462442
1,9.5,Early_mesenchyme,1.33195016,0.82405429,1.06215795
1,9.5,Myocytes,0.02025530,1.35567973,1.09201089
1,9.5,Epithelial_cells,1.11472344,0.14681838,1.24447979
1,9.5,Neural_progenitor_cells,1.14969175,0.83873347,0.65496941
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Schwann_cell_precursor,2.41369482,2.48604024,2.93270495
1,9.5,Epithelial_cells,1.00785771,0.97401487,1.35105501
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Isthmic_organizer_cells,1.82177289,1.16266827,0.72331171
1,9.5,Oligodendrocyte_Progenitors,1.72169628,1.45234625,1.38281056
1,9.5,Notochord_cells,1.44294723,1.00971216,0.75931078
1,9.5,Oligodendrocyte_Progenitors,1.68523921,1.43070229,1.41395356
1,9.5,Early_mesenchyme,1.02020933,0.77977568,1.08704275
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Radial_glia,1.80103292,0.85763595,0.56004650
1,9.5,Early_mesenchyme,1.00963049,1.09765069,1.53004673
1,9.5,Early_mesenchyme,1.24630454,0.82720200,1.01985365
1,9.5,Early_mesenchyme,1.31735428,0.90890684,1.26383826
1,9.5,Epithelial_cells,1.05936311,0.95523263,1.08892614
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Cardiac_muscle_lineages,1.36116328,1.32520428,1.99643786
1,9.5,Early_mesenchyme,1.32085787,0.97888357,1.31950573
1,9.5,Radial_glia,1.72762838,0.80322975,0.55627357
1,9.5,Neural_Tube,1.73414448,1.12527489,0.74139566
1,9.5,Cardiac_muscle_lineages,NA,NA,NA
1,9.5,Cardiac_muscle_lineages,1.38106992,1.33624612,2.02813818
1,9.5,Neural_Tube,1.52019578,0.92787134,0.68641904
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Primitive_erythroid_lineage,2.47256775,1.37895673,1.70076914
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Neural_Tube,1.63392354,0.84847119,0.59610355
1,9.5,Primitive_erythroid_lineage,NA,NA,NA
1,9.5,Endothelial_cells,1.23097781,1.08028512,1.01298409
1,9.5,Neural_Tube,1.49137876,0.90624869,0.55073889
1,9.5,Epithelial_cells,1.10735786,0.91558452,1.25860339
1,9.5,Isthmic_organizer_cells,1.77777672,1.65090433,0.73842474
1,9.5,Isthmic_organizer_cells,1.68092272,1.55099330,1.45460709
1,9.5,Notochord_cells,NA,NA,NA
1,9.5,Chondroctye_progenitors,1.20021520,0.81467481,0.94342944
1,9.5,Primitive_erythroid_lineage,2.59467429,1.59553205,1.51335417
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Radial_glia,1.75025334,0.83405275,0.55903394
1,9.5,Early_mesenchyme,1.41326080,0.83130133,1.08250811
1,9.5,Neural_Tube,1.52011858,0.86085407,0.57492852
1,9.5,Intermediate_Mesoderm,1.33972409,1.20929831,1.76914641
1,9.5,Intermediate_Mesoderm,1.09188737,1.26997178,1.74465262
1,9.5,Early_mesenchyme,1.11063686,1.14104092,1.60663887
1,9.5,Radial_glia,1.77237064,0.72108742,0.55686577
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Primitive_erythroid_lineage,2.54647771,1.53356173,1.53776884
1,9.5,Early_mesenchyme,0.93045648,0.69642621,1.34696117
1,9.5,Early_mesenchyme,0.78674261,0.59531697,1.25567298
1,9.5,Early_mesenchyme,1.41441654,0.81207499,1.11268521
1,9.5,Hepatocytes,2.23425016,2.61266282,3.29312110
1,9.5,Primitive_erythroid_lineage,2.49605982,1.37894985,1.70201407
1,9.5,Early_mesenchyme,0.91582007,0.67858998,1.32341415
1,9.5,Radial_glia,1.78020803,0.76473179,0.52825523
1,9.5,Endothelial_cells,1.48130451,1.13330255,1.42539768
1,9.5,Radial_glia,1.80357728,0.77730866,0.53332316
1,9.5,Early_mesenchyme,1.29982520,0.84528542,1.21441410
1,9.5,Endothelial_cells,1.55762453,1.20578904,1.29848688
1,9.5,Jaw_and_tooth_progenitors,1.24590108,0.89894866,1.07078018
1,9.5,Epithelial_cells,0.86063975,1.31741321,1.73760971
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Chondroctye_progenitors,1.22491028,0.80417490,0.94215951
1,9.5,Early_mesenchyme,1.07034029,1.13728486,1.52770562
1,9.5,Endothelial_cells,1.41629295,1.03037827,1.09388111
1,9.5,Early_mesenchyme,0.97037597,0.75499246,1.20206974
1,9.5,Primitive_erythroid_lineage,2.46057339,1.41309345,1.64966702
1,9.5,Cardiac_muscle_lineages,NA,NA,NA
1,9.5,Endothelial_cells,NA,NA,NA
1,9.5,Epithelial_cells,1.11862622,1.05506720,0.90702309
1,9.5,Neural_Tube,1.54533275,0.84592563,0.56095764
1,9.5,Melanocytes,0.28246343,1.13449794,0.67442383
1,9.5,Intermediate_Mesoderm,NA,NA,NA
1,9.5,Endothelial_cells,1.56957677,1.19739162,1.32345814
1,9.5,Intermediate_Mesoderm,NA,NA,NA
1,9.5,Neural_Tube,1.59833275,0.73964505,0.53970721
1,9.5,Neural_Tube,1.64359917,0.79719922,0.52392578
1,9.5,Neural_progenitor_cells,1.12440901,1.04401109,0.91199553
1,9.5,Neural_Tube,1.48942039,0.86212938,0.60159863
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Early_mesenchyme,0.87068332,0.67659150,1.25845881
1,9.5,Endothelial_cells,NA,NA,NA
1,9.5,Epithelial_cells,1.12463640,0.13112143,1.23556965
1,9.5,Neural_Tube,1.55292131,0.84871851,0.53215838
1,9.5,Early_mesenchyme,1.08679368,1.12822709,1.57264198
1,9.5,Stromal_cells,0.74948311,0.62049420,1.27263277
1,9.5,Early_mesenchyme,0.78977999,0.60022140,1.26645618
1,9.5,Early_mesenchyme,1.33641300,0.92067787,1.28127760
1,9.5,Stromal_cells,1.21321312,0.86099292,1.25420665
1,9.5,Schwann_cell_precursor,2.53305531,2.48363341,3.09639076
1,9.5,Early_mesenchyme,0.99654599,0.77421581,1.12033347
1,9.5,Jaw_and_tooth_progenitors,NA,NA,NA
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Schwann_cell_precursor,2.58202086,2.72609613,3.03257764
1,9.5,Endothelial_cells,1.48702292,1.16749752,1.23629978
1,9.5,Early_mesenchyme,0.90416158,1.16106249,1.36695723
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Neural_Tube,1.65825698,0.89815161,0.64882205
1,9.5,Radial_glia,1.75951792,0.72802478,0.54982542
1,9.5,Radial_glia,1.66346521,0.74737200,0.54879939
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Sensory_neurons,1.22659784,0.88095033,0.92845738
1,9.5,Radial_glia,NA,NA,NA
1,9.5,Neural_progenitor_cells,1.24287068,0.79543821,0.70199023
1,9.5,Epithelial_cells,1.03858152,1.14235936,1.69503331
1,9.5,Early_mesenchyme,1.39560928,0.99318191,1.25458583
1,9.5,Intermediate_Mesoderm,1.10797576,1.22715255,1.71560545
1,9.5,Neural_Tube,1.60748472,0.83668046,0.45131172
1,9.5,Early_mesenchyme,1.06273899,1.16086609,1.48148887
1,9.5,Cardiac_muscle_lineages,0.95080152,0.85246953,1.48012415
1,9.5,Neural_Tube,1.57890119,0.93576945,0.64796395
1,9.5,Primitive_erythroid_lineage,NA,NA,NA
1,9.5,Primitive_erythroid_lineage,NA,NA,NA
1,9.5,Epithelial_cells,1.12134963,0.13248444,1.23246158
1,9.5,Neural_Tube,1.48240450,0.92392238,0.56357631
1,9.5,Chondroctye_progenitors,1.20460679,0.78657397,0.87608923
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Oligodendrocyte_Progenitors,1.58174444,1.59114437,1.54977479
1,9.5,Sensory_neurons,0.25281861,0.92530704,1.16026281
1,9.5,Early_mesenchyme,1.09560942,1.14318790,1.52092345
1,9.5,Neural_progenitor_cells,1.01204057,0.81513254,0.66376075
1,9.5,Epithelial_cells,1.11030626,1.02773841,0.94607497
1,9.5,Oligodendrocyte_Progenitors,1.57850480,1.62493932,1.66664069
1,9.5,Intermediate_Mesoderm,1.09138944,1.21190800,1.70086186
1,9.5,Isthmic_organizer_cells,1.76181991,1.19170038,0.82131513
1,9.5,Early_mesenchyme,0.72664059,0.61151000,1.27066441
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Early_mesenchyme,1.04068609,0.86407681,1.15947372
1,9.5,Early_mesenchyme,1.02613549,0.79225449,1.13098096
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Oligodendrocyte_Progenitors,1.59478627,1.59244222,1.56903320
1,9.5,Neural_Tube,1.48057595,0.88073805,0.58025762
1,9.5,Neural_Tube,1.57601486,0.92772219,0.64571467
1,9.5,Hepatocytes,2.23824044,2.60907959,3.30254882
1,9.5,Early_mesenchyme,1.05440958,1.11467908,1.57363136
1,9.5,Stromal_cells,1.09925026,0.91790880,1.33227942
1,9.5,Stromal_cells,0.98435933,0.86597232,1.43981107
1,9.5,Radial_glia,1.75630097,1.27906300,1.00260802
1,9.5,Early_mesenchyme,1.00680354,1.09657038,1.56041193
1,9.5,Neural_Tube,1.29251903,0.82228059,0.73027865
1,9.5,Isthmic_organizer_cells,1.80902235,1.23815823,0.97810332
1,9.5,Neural_Tube,1.66123113,1.17635416,0.82420631
1,9.5,Early_mesenchyme,1.05116049,0.87230624,1.13139562
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Oligodendrocyte_Progenitors,1.54521932,1.69604671,1.31277885
1,9.5,Early_mesenchyme,0.94631422,0.72687845,1.20372138
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Early_mesenchyme,1.13893444,1.14953922,1.60159847
1,9.5,Cardiac_muscle_lineages,0.79786726,0.94148178,1.61153073
1,9.5,Intermediate_Mesoderm,1.08049016,1.34616081,1.79516894
1,9.5,Jaw_and_tooth_progenitors,1.22367384,0.85448164,0.99802997
1,9.5,Intermediate_Mesoderm,1.15016895,1.37707374,1.84075446
1,9.5,Stromal_cells,1.41805721,0.86949477,1.13273586
1,9.5,Intermediate_Mesoderm,1.07921452,1.22688573,1.69799787
1,9.5,Epithelial_cells,1.09161684,0.85730901,0.30548187
1,9.5,Early_mesenchyme,1.42283025,0.81877306,1.07319729
1,9.5,Radial_glia,1.87977532,0.80383421,0.52323425
1,9.5,Early_mesenchyme,0.75265787,0.57884751,1.27070550
1,9.5,Neural_progenitor_cells,1.19798891,0.68889231,0.72432715
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Isthmic_organizer_cells,1.82162284,1.47507302,0.99587228
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Intermediate_Mesoderm,1.25041324,1.22523609,1.77980363
1,9.5,Epithelial_cells,1.14033468,1.27126020,0.99168686
1,9.5,Neural_progenitor_cells,0.95593723,0.86648197,0.51661689
1,9.5,Intermediate_Mesoderm,NA,NA,NA
1,9.5,Cardiac_muscle_lineages,NA,NA,NA
1,9.5,Neural_Tube,1.52973154,0.87003169,0.62271521
1,9.5,Neural_progenitor_cells,1.12208479,0.81552006,0.73772732
1,9.5,Primitive_erythroid_lineage,2.69275633,1.54319287,1.47715225
1,9.5,Intermediate_Mesoderm,1.08717655,1.31440077,1.78758409
1,9.5,Early_mesenchyme,1.29771827,0.89844016,1.25367945
1,9.5,Neural_Tube,1.56945890,0.83923897,0.56307422
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Primitive_erythroid_lineage,2.55578616,1.45690375,1.58848524
1,9.5,Primitive_erythroid_lineage,NA,NA,NA
1,9.5,Definitive_erythroid_lineage,NA,NA,NA
1,9.5,Neural_Tube,1.48894202,0.93742239,0.68115258
1,9.5,Neural_Tube,1.68649251,1.15473963,0.84777222
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Intermediate_Mesoderm,1.01712496,1.14538477,1.92729640
1,9.5,Ependymal_cell,NA,NA,NA
1,9.5,Oligodendrocyte_Progenitors,NA,NA,NA
1,9.5,Isthmic_organizer_cells,1.78659898,1.22985260,1.00015240
1,9.5,Oligodendrocyte_Progenitors,1.64064110,1.45038233,1.33447565
1,9.5,Chondroctye_progenitors,1.22097441,0.80051578,0.92406526
1,9.5,Notochord_cells,1.44164507,1.29485113,0.86063829
1,9.5,Neural_Tube,1.57091465,0.86326123,0.60556702
1,9.5,Isthmic_organizer_cells,1.70774682,1.65373681,1.36280390
1,9.5,Isthmic_organizer_cells,1.75106903,0.83777825,0.62242212
1,9.5,Chondroctye_progenitors,1.23834922,0.81213586,0.94350549
1,9.5,Notochord_cells,1.54399482,1.34585487,1.14748867
1,9.5,Primitive_erythroid_lineage,NA,NA,NA
1,9.5,Early_mesenchyme,1.06799596,1.12780631,1.51376237
1,9.5,Notochord_cells,NA,NA,NA
1,9.5,Oligodendrocyte_Progenitors,1.60916763,1.43343261,1.38029991
1,9.5,Neural_Tube,1.51185156,0.85183888,0.63112359
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Intermediate_Mesoderm,1.08095715,1.34622963,1.80248501
1,9.5,Neural_Tube,1.41885017,0.84266531,0.63206708
1,9.5,Cardiac_muscle_lineages,1.44237233,1.34424718,2.15867356
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Sensory_neurons,1.03606643,0.68970238,0.80029896
1,9.5,Endothelial_cells,NA,NA,NA
1,9.5,Early_mesenchyme,0.91892933,1.17729043,1.37066889
1,9.5,Epithelial_cells,1.12592177,0.98477145,1.18200683
1,9.5,Early_mesenchyme,1.02353098,1.13011098,1.58824709
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Isthmic_organizer_cells,1.64199597,1.59823218,1.58494997
1,9.5,Radial_glia,1.85357532,0.80076349,0.52929759
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Early_mesenchyme,0.84499374,1.16576568,1.34640503
1,9.5,Neural_Tube,1.61910593,0.93467529,0.63794551
1,9.5,Osteoblasts,NA,NA,NA
1,9.5,Isthmic_organizer_cells,1.64695475,1.54508765,1.47913537
1,9.5,Neural_Tube,1.46732140,0.95911019,0.60889488
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Early_mesenchyme,0.82194050,1.19313182,1.33253720
1,9.5,Jaw_and_tooth_progenitors,1.33557103,0.86096691,0.98846423
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Endothelial_cells,1.43337652,1.30327753,1.24812210
1,9.5,Neural_Tube,1.64937656,0.79538628,0.54686685
1,9.5,Neural_Tube,1.56807407,1.20594444,0.92830308
1,9.5,Isthmic_organizer_cells,NA,NA,NA
1,9.5,Epithelial_cells,0.88612360,1.18694433,1.83498731
1,9.5,Early_mesenchyme,0.94534498,1.16494300,1.37378356
1,9.5,Intermediate_Mesoderm,1.09795241,1.21293865,1.73152775
1,9.5,Radial_glia,1.75021366,0.74443693,0.56462257
1,9.5,Early_mesenchyme,0.99092975,0.76334618,1.13455002
1,9.5,Isthmic_organizer_cells,1.76370049,1.67730131,0.70836072
1,9.5,Neural_progenitor_cells,NA,NA,NA
1,9.5,Neural_Tube,1.51014372,0.87115697,0.57522279
1,9.5,Intermediate_Mesoderm,NA,NA,NA
1,9.5,Jaw_and_tooth_progenitors,1.00923716,0.82018685,1.10468941
1,9.5,Radial_glia,1.66779262,0.79954805,0.50093659
1,9.5,Neural_progenitor_cells,NA,NA,NA
1,9.5,Definitive_erythroid_lineage,NA,NA,NA
1,9.5,Myocytes,0.55318063,0.37511850,1.15147796
1,9.5,Neural_Tube,1.48910508,0.90314724,0.58873963
1,9.5,Primitive_erythroid_lineage,2.41243645,1.44326959,1.67596450
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Endothelial_cells,1.53333876,1.29166095,1.21425365
1,9.5,Oligodendrocyte_Progenitors,1.66831268,1.45416075,1.35334860
1,9.5,Schwann_cell_precursor,2.38867731,2.77198280,2.95712921
1,9.5,Schwann_cell_precursor,NA,NA,NA
1,9.5,Neural_progenitor_cells,1.23508328,0.60861281,0.74039789
1,9.5,Intermediate_Mesoderm,1.16614252,1.18262098,1.57971214
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Radial_glia,1.84718730,0.80528863,0.58776374
1,9.5,Early_mesenchyme,1.10836452,1.14875555,1.58821720
1,9.5,Isthmic_organizer_cells,1.75605003,1.69326234,0.71169811
1,9.5,Early_mesenchyme,1.30186878,0.87956350,1.24067174
1,9.5,Epithelial_cells,1.11139338,0.09439372,1.17425598
1,9.5,Intermediate_Mesoderm,1.23304364,1.21920348,1.65352966
1,9.5,Stromal_cells,1.09949386,0.90419339,1.31112467
1,9.5,Early_mesenchyme,0.99793681,0.77268018,1.15550556
1,9.5,Primitive_erythroid_lineage,NA,NA,NA
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Intermediate_Mesoderm,1.21026498,1.35224143,1.82901179
1,9.5,Cardiac_muscle_lineages,1.42313325,1.34890796,2.11128918
1,9.5,Early_mesenchyme,0.93839551,0.71113151,1.35919295
1,9.5,Epithelial_cells,1.17806914,0.08593134,1.21913660
1,9.5,Isthmic_organizer_cells,1.63848177,1.51289267,1.46642593
1,9.5,Schwann_cell_precursor,NA,NA,NA
1,9.5,Primitive_erythroid_lineage,2.22879188,1.58136530,1.81425093
1,9.5,Neural_Tube,1.55886213,0.93915270,0.74716927
1,9.5,Definitive_erythroid_lineage,NA,NA,NA
1,9.5,Endothelial_cells,1.55937469,1.14314041,1.31490426
1,9.5,Cholinergic_neurons,0.58243650,1.07902406,0.11120556
1,9.5,Early_mesenchyme,1.44040691,0.81483978,1.09571062
1,9.5,Primitive_erythroid_lineage,2.40972460,1.40735384,1.74181074
1,9.5,Intermediate_Mesoderm,1.08139334,1.32497079,1.78197402
1,9.5,Early_mesenchyme,0.85949145,0.63664359,1.27118466
1,9.5,Schwann_cell_precursor,2.52235221,2.52693334,3.13953784
1,9.5,Isthmic_organizer_cells,1.76978786,1.47639924,1.10773601
1,9.5,Oligodendrocyte_Progenitors,1.67454922,1.20259124,0.86017345
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Schwann_cell_precursor,NA,NA,NA
1,9.5,Neural_progenitor_cells,0.70408232,1.13505041,0.84038436
1,9.5,Notochord_cells,1.49919610,1.21900967,0.93263002
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Early_mesenchyme,1.33084789,0.94528220,1.26681592
1,9.5,Isthmic_organizer_cells,1.77539955,1.16263852,0.75873668
1,9.5,Neural_progenitor_cells,0.90939140,0.66837268,0.65147437
1,9.5,Oligodendrocyte_Progenitors,1.57089119,1.58129193,1.50263291
1,9.5,Early_mesenchyme,1.06412736,1.12365350,1.54517005
1,9.5,Epithelial_cells,1.04009203,1.14702885,1.69651770
1,9.5,Neural_Tube,1.57453346,0.90210010,0.64525570
1,9.5,Oligodendrocyte_Progenitors,1.60591883,1.43135365,1.30761036
1,9.5,Osteoblasts,0.93357762,0.94900610,1.45141785
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Early_mesenchyme,1.04035475,1.12748876,1.48689425
1,9.5,Endothelial_cells,NA,NA,NA
1,9.5,Early_mesenchyme,0.74614840,0.54991641,1.25839125
1,9.5,Isthmic_organizer_cells,NA,NA,NA
1,9.5,Early_mesenchyme,1.42634628,0.82326450,1.09339795
1,9.5,Primitive_erythroid_lineage,2.62678158,1.44749558,1.61602180
1,9.5,Oligodendrocyte_Progenitors,1.58615057,1.61088066,1.55848405
1,9.5,Endothelial_cells,NA,NA,NA
1,9.5,Sensory_neurons,1.12103717,2.02678087,0.35386319
1,9.5,Neural_Tube,1.63037234,0.80466384,0.49797715
1,9.5,Isthmic_organizer_cells,1.80232869,1.34953694,0.98807671
1,9.5,Neural_Tube,1.59161085,0.89052139,0.67263739
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Primitive_erythroid_lineage,NA,NA,NA
1,9.5,Cardiac_muscle_lineages,0.79101806,0.98010366,1.62926491
1,9.5,Chondroctye_progenitors,1.18815203,0.75489019,0.81389053
1,9.5,Endothelial_cells,1.25143003,1.32847144,1.17435788
1,9.5,Early_mesenchyme,NA,NA,NA
1,9.5,Primitive_erythroid_lineage,NA,NA,NA
1,9.5,Schwann_cell_precursor,NA,NA,NA
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Notochord_cells,1.53019191,0.90232953,0.42519337
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Neural_Tube,1.67403053,1.17145956,0.84127839
1,9.5,Early_mesenchyme,1.06641838,1.12883672,1.57091667
1,9.5,Neural_Tube,1.48764706,0.87701899,0.67511435
1,9.5,Neural_Tube,1.65390605,0.77844612,0.53683071
1,9.5,Notochord_cells,1.28957577,1.19847792,0.95672667
1,9.5,Early_mesenchyme,1.19507161,0.81663076,0.96959955
1,9.5,Early_mesenchyme,1.29561724,0.95609566,1.28125438
1,9.5,Notochord_cells,NA,NA,NA
1,9.5,Epithelial_cells,1.13142495,1.26695016,1.00240846
1,9.5,Chondrocytes_&_osteoblasts,1.12778468,1.16128299,1.53910626
1,9.5,Early_mesenchyme,1.33379483,0.89429913,1.25956479
1,9.5,Neural_Tube,1.53943126,0.91289302,0.62470980
1,9.5,Osteoblasts,NA,NA,NA
1,9.5,Intermediate_Mesoderm,1.11039511,1.25331324,1.72932234
1,9.5,Early_mesenchyme,0.83077202,1.17295857,1.34154434
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Radial_glia,NA,NA,NA
1,9.5,Intermediate_Mesoderm,NA,NA,NA
1,9.5,Early_mesenchyme,1.01085092,1.10668333,1.52871840
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Epithelial_cells,1.11521577,0.13374301,1.23806362
1,9.5,Early_mesenchyme,1.33214774,0.83533198,1.15591870
1,9.5,Isthmic_organizer_cells,1.53390641,1.73402914,1.29986518
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Early_mesenchyme,0.82912978,1.19075335,1.31775251
1,9.5,Cardiac_muscle_lineages,1.43409525,1.35299094,2.13719980
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Stromal_cells,0.91010541,0.83044945,1.54300291
1,9.5,Early_mesenchyme,0.76099103,0.59193352,1.27228530
1,9.5,Epithelial_cells,NA,NA,NA
1,9.5,Intermediate_Mesoderm,NA,NA,NA
1,9.5,Early_mesenchyme,0.75575961,0.60001357,1.26245529
1,9.5,Early_mesenchyme,0.91799987,0.67799052,1.33354386
1,9.5,Neural_Tube,1.49751294,0.89395297,0.55777750
1,9.5,Early_mesenchyme,1.03181701,1.12573582,1.46733357
1,9.5,Neural_progenitor_cells,NA,NA,NA
1,9.5,Radial_glia,NA,NA,NA
1,9.5,Isthmic_organizer_cells,1.74164346,1.40444810,1.07996490
1,9.5,Chondroctye_progenitors,1.20254816,0.88297529,0.82642113
1,9.5,Neural_progenitor_cells,0.85184982,1.09562316,0.88306025
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Early_mesenchyme,0.80848668,1.19545527,1.31073851
1,9.5,Neural_Tube,1.70476411,0.88096145,0.65216257
1,9.5,Early_mesenchyme,1.33812696,0.81501586,1.04637365
1,9.5,Stromal_cells,NA,NA,NA
1,9.5,Neural_Tube,NA,NA,NA
1,9.5,Neural_progenitor_cells,1.08540881,0.83395555,0.65956325
1,9.5,Intermediate_Mesoderm,1.29043476,1.23344030,1.73696503
1,9.5,Early_mesenchyme,1.13728264,1.17371674,1.52867239
1,9.5,Neural_Tube,1.53908748,0.88920344,0.40527742
1,9.5,Neural_Tube,1.59265255,0.96258863,0.67212391
1,9.5,Neural_progenitor_cells,1.18618344,0.58370052,0.75372799
1,9.5,Oligodendrocyte_Progenitors,1.66236978,1.47010021,1.39188517
