embryoId,stage,cellType,mtX,mtY,mtZ
68,13.5,Chondrocytes_&_osteoblasts,1.17169234,1.17941286,0.98722874
68,13.5,Stromal_cells,1.23290010,1.44228524,1.85075910
68,13.5,Connective_tissue_progenitors,1.12369318,1.58741813,1.14872413
68,13.5,Neutrophils,1.41668326,1.67249910,1.75923812
68,13.5,Postmitotic_premature_neurons,0.31246624,1.16103974,1.04087311
68,13.5,Myocytes,0.32199287,0.31920543,1.03760076
68,13.5,Hepatocytes,2.06528221,2.55496813,2.86399797
68,13.5,Hepatocytes,2.52156553,2.71516830,2.74624252
68,13.5,Endothelial_cells,1.05983181,1.46797885,0.86574105
68,13.5,Premature_oligodendrocyte,1.53728081,1.63907856,1.86029692
68,13.5,Connective_tissue_progenitors,1.36928302,1.52013737,1.00735718
68,13.5,Connective_tissue_progenitors,1.16181487,1.57433526,1.14040372
68,13.5,Inhibitory_neurons,0.37600009,1.01799863,1.43765951
68,13.5,Radial_glia,1.61113693,0.72635391,1.07331028
68,13.5,Connective_tissue_progenitors,1.28727385,1.55700664,1.01372423
68,13.5,Excitatory_neurons,0.27958259,1.21871395,1.21662093
68,13.5,Chondrocytes_&_osteoblasts,1.56119887,1.20839509,1.00389055
68,13.5,Connective_tissue_progenitors,1.23162322,1.64092145,1.24627327
68,13.5,Postmitotic_premature_neurons,0.54339064,1.24611672,0.89095955
68,13.5,Chondroctye_progenitors,1.29426335,1.67405408,1.59736485
68,13.5,Intermediate_Mesoderm,1.13969500,1.50951590,1.71183260
68,13.5,Neural_progenitor_cells,0.81172157,1.13369781,0.91238958
68,13.5,Intermediate_Mesoderm,1.18633954,1.24678725,1.95325570
68,13.5,Connective_tissue_progenitors,1.28017680,1.49259755,1.13999070
68,13.5,Intermediate_Mesoderm,1.13012462,1.44617566,1.65589033
68,13.5,Definitive_erythroid_lineage,1.22981572,2.33046649,1.90456026
68,13.5,Connective_tissue_progenitors,1.33950212,1.63722731,1.08249273
68,13.5,Premature_oligodendrocyte,1.52249901,1.42405525,1.84064487
68,13.5,Excitatory_neurons,0.39186440,1.31946081,0.99619241
68,13.5,Inhibitory_neuron_progenitors,0.43838717,0.59393777,1.09454180
68,13.5,Connective_tissue_progenitors,1.31789729,1.56043655,1.19740825
68,13.5,Connective_tissue_progenitors,1.37161441,1.61929804,1.05516480
68,13.5,Chondrocytes_&_osteoblasts,0.78741168,1.36036110,1.04196594
68,13.5,Connective_tissue_progenitors,1.23024769,1.49941259,1.46441290
68,13.5,Inhibitory_neurons,0.51088190,0.92429522,1.50727042
68,13.5,Connective_tissue_progenitors,1.36831032,1.59358089,1.01665340
68,13.5,Epithelial_cells,0.87883239,1.03478519,1.15963839
68,13.5,Jaw_and_tooth_progenitors,1.08304051,0.94996259,0.79691323
68,13.5,Inhibitory_interneurons,0.55138299,1.28276717,1.57558842
68,13.5,Jaw_and_tooth_progenitors,1.19213971,1.04039168,0.97371099
68,13.5,Connective_tissue_progenitors,1.09193741,1.64032652,1.15482486
68,13.5,Excitatory_neurons,0.29767526,1.29835425,1.20451336
68,13.5,Endothelial_cells,1.38386418,1.35757211,2.16345112
68,13.5,Connective_tissue_progenitors,1.30878139,1.65549349,1.17268111
68,13.5,Inhibitory_neurons,0.20402158,1.14909722,1.31752982
68,13.5,Connective_tissue_progenitors,1.19776297,1.47727515,1.12988001
68,13.5,Inhibitory_neurons,0.35950540,1.22281931,1.42058172
68,13.5,Connective_tissue_progenitors,1.17639204,1.58733032,1.06504985
68,13.5,Chondrocytes_&_osteoblasts,1.42016512,1.34946079,1.10837125
68,13.5,Excitatory_neurons,0.29650496,1.32791987,1.05689420
68,13.5,Excitatory_neurons,0.25755673,1.33378625,1.06493028
68,13.5,Postmitotic_premature_neurons,0.52125403,1.50268587,1.25457556
68,13.5,Chondroctye_progenitors,1.17647562,0.80526426,0.59395631
68,13.5,Connective_tissue_progenitors,1.17861927,1.54738410,1.10886617
68,13.5,Hepatocytes,2.07315213,2.92193703,2.13893130
68,13.5,Oligodendrocyte_Progenitors,1.51338582,1.37064446,1.79950894
68,13.5,Chondrocytes_&_osteoblasts,1.33482050,1.38506187,0.94866538
68,13.5,Chondrocytes_&_osteoblasts,1.30153290,1.38055579,0.99832587
68,13.5,Neural_progenitor_cells,0.80688401,1.27819770,1.07476956
68,13.5,Connective_tissue_progenitors,1.25264325,1.61880630,1.15956137
68,13.5,Excitatory_neurons,0.12351420,1.02231926,0.82150854
68,13.5,Connective_tissue_progenitors,1.18546709,1.68347992,1.22238729
68,13.5,Epithelial_cells,1.02157791,1.29445842,0.59472337
68,13.5,Osteoblasts,1.19132139,1.25468480,1.95725926
68,13.5,Chondrocytes_&_osteoblasts,1.29220171,1.39056857,0.98502184
68,13.5,Schwann_cell_precursor,2.34593172,1.66622558,2.02822637
68,13.5,Chondrocytes_&_osteoblasts,1.49669101,1.22565637,1.11223664
68,13.5,Jaw_and_tooth_progenitors,0.95799796,1.36259004,1.02389598
68,13.5,Chondrocytes_&_osteoblasts,1.36739002,1.40815566,0.92540042
68,13.5,Intermediate_Mesoderm,1.07517350,1.53327986,1.81269265
68,13.5,Oligodendrocyte_Progenitors,1.54969514,1.32824105,1.65336674
68,13.5,Excitatory_neurons,0.22708228,1.21173696,1.32890178
68,13.5,Intermediate_Mesoderm,1.04831242,1.54232060,1.84610058
68,13.5,Inhibitory_neurons,0.23167236,0.79983416,1.25022107
68,13.5,Intermediate_Mesoderm,1.21455179,1.25078067,1.93118194
