Embryo,Stage,mtX,mtY,mtZ
4,10.5,Premature_oligodendrocyte,1.58658459,1.72025313,1.76426767
4,10.5,Chondrocytes_&_osteoblasts,1.10536496,1.20052428,1.34694749
4,10.5,Chondroctye_progenitors,1.42778960,0.84074682,0.99359242
4,10.5,Neural_Tube,1.56676418,0.90697292,0.59309172
4,10.5,Chondrocytes_&_osteoblasts,1.52105401,0.97666904,1.02854431
4,10.5,Epithelial_cells,1.09066947,0.85166861,0.30718627
4,10.5,Early_mesenchyme,1.36388749,1.01693376,1.27311133
4,10.5,Postmitotic_premature_neurons,0.49279867,1.27075110,0.86168700
4,10.5,Radial_glia,NA,NA,NA
4,10.5,Stromal_cells,NA,NA,NA
4,10.5,Intermediate_Mesoderm,1.34350267,1.21100471,1.78896646
4,10.5,Early_mesenchyme,1.49271293,0.85363905,1.02191828
4,10.5,Myocytes,0.51853649,0.42560467,1.20479742
4,10.5,Endothelial_cells,0.15208049,1.32201643,1.14110529
4,10.5,Neural_Tube,NA,NA,NA
4,10.5,Early_mesenchyme,NA,NA,NA
4,10.5,Intermediate_Mesoderm,1.32578912,1.16670806,1.16026107
4,10.5,Oligodendrocyte_Progenitors,1.64555052,1.40525525,1.30246205
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Chondrocytes_&_osteoblasts,1.53881497,0.91825716,1.01826474
4,10.5,Oligodendrocyte_Progenitors,1.56697460,1.40110009,1.22781219
4,10.5,Inhibitory_neurons,0.29178625,0.98996065,1.31631956
4,10.5,Early_mesenchyme,1.32993592,1.01185671,1.19153424
4,10.5,Jaw_and_tooth_progenitors,1.03576852,0.89376837,0.90634208
4,10.5,Early_mesenchyme,NA,NA,NA
4,10.5,NA,NA,NA,NA
4,10.5,Chondrocytes_&_osteoblasts,0.94080709,1.28306908,1.16665456
4,10.5,Jaw_and_tooth_progenitors,1.33967640,1.08031849,1.31488709
4,10.5,Jaw_and_tooth_progenitors,1.23941753,0.97561505,1.18719413
4,10.5,Oligodendrocyte_Progenitors,1.68434355,1.37836764,1.44912194
4,10.5,Neural_Tube,1.54645199,0.70061077,0.71826493
4,10.5,Epithelial_cells,0.98901923,1.07540526,0.81951959
4,10.5,Stromal_cells,NA,NA,NA
4,10.5,Isthmic_organizer_cells,1.69677903,1.34317514,1.11224262
4,10.5,Early_mesenchyme,1.26226565,0.80523467,0.88613637
4,10.5,Limb_mesenchyme,0.83891133,1.33534711,1.14601570
4,10.5,Primitive_erythroid_lineage,2.43363644,1.47191052,1.79161240
4,10.5,Intermediate_Mesoderm,1.10698709,1.33539780,1.90494963
4,10.5,Neural_progenitor_cells,0.91227844,0.65751179,0.66490917
4,10.5,Chondrocytes_&_osteoblasts,1.53452332,1.06806822,1.16373265
4,10.5,Premature_oligodendrocyte,1.70107030,1.71277278,1.45125979
4,10.5,Inhibitory_interneurons,1.09082338,1.33447031,1.53502783
4,10.5,Endothelial_cells,NA,NA,NA
4,10.5,Isthmic_organizer_cells,1.82411840,1.47982575,1.00364741
4,10.5,Intermediate_Mesoderm,1.13452258,1.39174329,1.76841922
4,10.5,Early_mesenchyme,1.32943433,1.11255317,1.14353961
4,10.5,Cholinergic_neurons,0.57688217,1.09291825,0.13550368
4,10.5,Stromal_cells,1.07608078,0.86740242,1.23216668
4,10.5,Definitive_erythroid_lineage,NA,NA,NA
4,10.5,Jaw_and_tooth_progenitors,1.22619685,0.98554946,1.09745177
4,10.5,Stromal_cells,NA,NA,NA
4,10.5,Stromal_cells,NA,NA,NA
4,10.5,Jaw_and_tooth_progenitors,1.01129085,0.84365891,1.11334053
4,10.5,Hepatocytes,2.50719347,2.79303714,2.95534412
4,10.5,Notochord_cells,1.53102818,1.32978752,1.13121479
4,10.5,Sensory_neurons,0.79759330,1.15107054,0.53671044
4,10.5,Early_mesenchyme,1.46059150,0.85693133,1.08003587
4,10.5,Radial_glia,1.84447625,0.73948783,0.56989077
4,10.5,Myocytes,0.61165171,0.52755055,1.23907336
4,10.5,Early_mesenchyme,1.11393319,0.93376507,0.79495262
4,10.5,Postmitotic_premature_neurons,0.65452786,1.32080584,1.40095383
4,10.5,Primitive_erythroid_lineage,2.46701829,1.45270054,1.72139511
4,10.5,Myocytes,0.65264999,0.49351447,1.24032998
4,10.5,Notochord_cells,1.32775592,1.34246232,0.61012680
4,10.5,Chondrocytes_&_osteoblasts,1.14134743,1.24223390,1.31126844
4,10.5,Oligodendrocyte_Progenitors,1.64168289,1.19514389,1.11552408
4,10.5,Schwann_cell_precursor,2.60775544,2.63786800,2.67432172
4,10.5,Epithelial_cells,0.87801168,1.22320021,1.72353733
4,10.5,Early_mesenchyme,1.39205036,1.04078089,1.28499808
4,10.5,Radial_glia,1.74985520,0.64624478,0.52324772
4,10.5,Notochord_cells,1.33473782,1.30434138,0.62504324
4,10.5,Jaw_and_tooth_progenitors,1.05180567,0.86995478,1.09540507
4,10.5,Early_mesenchyme,NA,NA,NA
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Melanocytes,0.37493320,1.38053048,0.93856712
4,10.5,Neural_progenitor_cells,NA,NA,NA
4,10.5,Chondroctye_progenitors,1.11661326,0.91788110,0.79712917
4,10.5,Early_mesenchyme,1.02031624,1.21127651,1.45754300
4,10.5,Endothelial_cells,0.05183450,1.34975955,1.17082390
4,10.5,Oligodendrocyte_Progenitors,1.62503294,1.21847651,1.09269495
4,10.5,Jaw_and_tooth_progenitors,1.22538077,0.95475198,1.09916287
4,10.5,Chondrocytes_&_osteoblasts,1.14785411,1.19728131,1.49483458
4,10.5,Neural_progenitor_cells,1.26656204,0.57746400,0.69538641
4,10.5,Radial_glia,NA,NA,NA
4,10.5,Chondroctye_progenitors,1.03275890,0.85483860,0.92552396
4,10.5,Notochord_cells,1.44201538,1.32164919,0.95006175
4,10.5,Oligodendrocyte_Progenitors,1.60615307,1.12067265,0.95155727
4,10.5,Inhibitory_interneurons,0.76851149,1.29670655,1.62810921
4,10.5,Oligodendrocyte_Progenitors,1.59523754,1.35470872,1.46543284
4,10.5,Primitive_erythroid_lineage,2.66251226,1.57991439,1.63508989
4,10.5,Neural_Tube,1.50528045,0.74674457,0.82004441
4,10.5,Chondroctye_progenitors,1.36653323,0.86613393,0.90456622
4,10.5,Stromal_cells,NA,NA,NA
4,10.5,Early_mesenchyme,1.33599631,0.96170698,1.18993520
4,10.5,Chondrocytes_&_osteoblasts,1.45839430,1.04214192,1.25675162
4,10.5,Intermediate_Mesoderm,1.11314029,1.39584291,1.80434176
4,10.5,Sensory_neurons,1.33496486,0.83478240,1.00463650
4,10.5,Jaw_and_tooth_progenitors,1.39121605,1.08533163,1.18882493
4,10.5,Chondrocytes_&_osteoblasts,1.04735135,1.26439806,1.17477420
4,10.5,Stromal_cells,NA,NA,NA
4,10.5,Melanocytes,0.28204980,1.26902347,0.91807980
4,10.5,Neural_progenitor_cells,0.84899698,1.11396601,0.88753298
4,10.5,Radial_glia,1.63979461,0.53105338,0.65362016
4,10.5,Chondroctye_progenitors,1.06151617,0.91598238,0.82215388
4,10.5,Cholinergic_neurons,0.54693595,1.07964755,0.03723887
4,10.5,Chondrocytes_&_osteoblasts,1.50005492,1.12077118,1.14610166
4,10.5,Radial_glia,1.62549507,0.60076912,0.62072698
4,10.5,Early_mesenchyme,NA,NA,NA
4,10.5,Schwann_cell_precursor,2.43409696,2.13462334,2.36765235
4,10.5,Inhibitory_neuron_progenitors,0.58984413,0.61687362,0.97874331
4,10.5,Epithelial_cells,2.03647521,1.22641083,1.04756739
4,10.5,Early_mesenchyme,0.97021719,1.23134135,1.17675476
4,10.5,Chondrocytes_&_osteoblasts,0.71735536,0.69884662,1.21200023
4,10.5,Jaw_and_tooth_progenitors,1.33137064,1.01178236,1.20532987
4,10.5,Neural_Tube,1.62655481,0.60009227,0.67614618
4,10.5,Early_mesenchyme,1.31489961,0.99559689,1.27939112
4,10.5,Chondroctye_progenitors,1.15424300,0.72125933,0.75600056
4,10.5,Oligodendrocyte_Progenitors,NA,NA,NA
4,10.5,Premature_oligodendrocyte,1.54226566,1.60103399,1.73047179
4,10.5,Neural_Tube,1.52305971,0.74187056,0.68679060
4,10.5,Epithelial_cells,NA,NA,NA
4,10.5,Sensory_neurons,1.26386770,0.79165994,1.14117285
4,10.5,Chondroctye_progenitors,1.11023414,0.94747665,0.78597727
4,10.5,Early_mesenchyme,0.78510165,1.23049440,1.24391623
4,10.5,Postmitotic_premature_neurons,0.66167846,0.85727827,0.87374424
4,10.5,Neural_Tube,1.64101340,0.77052585,0.51357557
4,10.5,Jaw_and_tooth_progenitors,1.29847557,1.04852919,1.18425630
4,10.5,Epithelial_cells,1.15176346,1.34462586,0.97553339
4,10.5,Early_mesenchyme,1.34163896,1.03049301,1.19021785
4,10.5,Notochord_cells,1.43720603,0.96471959,0.79488689
4,10.5,Early_mesenchyme,NA,NA,NA
4,10.5,Sensory_neurons,1.19781903,0.64783566,1.18142481
4,10.5,Stromal_cells,1.17517788,0.85592709,1.21083438
4,10.5,Premature_oligodendrocyte,1.51791701,1.58460893,1.75102302
4,10.5,Early_mesenchyme,1.13243702,1.23352309,1.42176331
4,10.5,Postmitotic_premature_neurons,0.55431852,0.70274760,0.94757114
4,10.5,Premature_oligodendrocyte,1.53953034,1.53913897,1.75417429
4,10.5,Limb_mesenchyme,0.70198349,1.22041051,1.19998809
4,10.5,Jaw_and_tooth_progenitors,1.04334680,0.90389566,0.89872487
4,10.5,Epithelial_cells,1.18269921,0.93431492,1.20429346
4,10.5,Oligodendrocyte_Progenitors,1.55787556,1.51404112,1.69180504
4,10.5,Jaw_and_tooth_progenitors,0.99150831,0.85287448,1.08314406
4,10.5,Primitive_erythroid_lineage,2.39578468,1.43195612,1.76298161
4,10.5,Cholinergic_neurons,0.73009827,0.96305835,0.14870878
4,10.5,Neural_Tube,1.65563831,0.59823746,0.65342501
4,10.5,Excitatory_neurons,0.26598457,1.08605774,1.13403505
4,10.5,Early_mesenchyme,1.21696857,1.20699464,1.77370207
4,10.5,Primitive_erythroid_lineage,2.25163594,1.54341268,1.81239785
4,10.5,Limb_mesenchyme,NA,NA,NA
4,10.5,Jaw_and_tooth_progenitors,0.98235455,0.85656676,1.07576319
4,10.5,Jaw_and_tooth_progenitors,1.03884925,0.88428549,0.88525581
4,10.5,Neural_progenitor_cells,NA,NA,NA
4,10.5,Intermediate_Mesoderm,1.26455337,1.23466068,1.72713790
4,10.5,Oligodendrocyte_Progenitors,NA,NA,NA
4,10.5,Oligodendrocyte_Progenitors,1.63144828,1.53093378,1.45372627
4,10.5,Oligodendrocyte_Progenitors,NA,NA,NA
4,10.5,Postmitotic_premature_neurons,0.50307022,1.08852747,0.85994789
4,10.5,Radial_glia,1.79362067,1.15578886,0.85079852
4,10.5,Postmitotic_premature_neurons,0.47934667,0.89497521,0.93839347
4,10.5,Chondrocytes_&_osteoblasts,0.70980065,0.68037951,1.25567250
4,10.5,Early_mesenchyme,1.26512829,0.89374336,1.11151430
4,10.5,Notochord_cells,1.45881651,1.01571148,0.83356144
4,10.5,Jaw_and_tooth_progenitors,0.99882643,0.91385942,1.05915550
4,10.5,Limb_mesenchyme,1.03551531,0.91355029,1.06104857
4,10.5,Chondrocytes_&_osteoblasts,NA,NA,NA
4,10.5,Early_mesenchyme,0.90677880,1.20614706,1.31396079
4,10.5,Oligodendrocyte_Progenitors,1.52782119,1.34547704,1.47373488
4,10.5,Primitive_erythroid_lineage,2.57146875,1.55232278,1.74399720
4,10.5,Neural_progenitor_cells,0.57198171,0.82851729,1.44885412
4,10.5,Postmitotic_premature_neurons,0.62185007,1.56684144,1.25292968
4,10.5,Chondrocytes_&_osteoblasts,NA,NA,NA
4,10.5,Neural_Tube,1.66269186,0.71327728,0.70631665
4,10.5,Early_mesenchyme,0.77750318,1.23650146,1.11329553
4,10.5,Epithelial_cells,NA,NA,NA
4,10.5,Neural_Tube,NA,NA,NA
4,10.5,Endothelial_cells,1.24746857,1.21416886,1.12051159
4,10.5,Radial_glia,1.73608833,0.62613489,0.66526074
4,10.5,Neural_Tube,NA,NA,NA
4,10.5,Stromal_cells,1.48401150,0.86731019,1.03120281
4,10.5,Chondrocytes_&_osteoblasts,NA,NA,NA
4,10.5,Postmitotic_premature_neurons,0.62501506,1.17877809,0.82948414
4,10.5,Epithelial_cells,1.02400395,1.08602044,0.88465733
4,10.5,Isthmic_organizer_cells,NA,NA,NA
4,10.5,Inhibitory_neuron_progenitors,NA,NA,NA
4,10.5,Premature_oligodendrocyte,1.53768573,1.55707334,1.73275224
4,10.5,Stromal_cells,1.26729686,0.97630407,1.26573599
4,10.5,Intermediate_Mesoderm,1.29903663,1.06452662,1.31802082
4,10.5,Early_mesenchyme,1.05176665,1.26740315,1.63667012
4,10.5,Radial_glia,1.72317265,0.56450769,0.60001275
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Intermediate_Mesoderm,1.23800546,1.20877364,1.68772394
4,10.5,Primitive_erythroid_lineage,2.33839012,1.46323783,1.80656106
4,10.5,Early_mesenchyme,0.95948161,1.17992303,1.33536900
4,10.5,Endothelial_cells,NA,NA,NA
4,10.5,Chondroctye_progenitors,1.16506699,0.80443666,0.83421170
4,10.5,Jaw_and_tooth_progenitors,1.23196611,0.84397488,0.97199733
4,10.5,Oligodendrocyte_Progenitors,1.75180494,1.44361442,1.40033642
4,10.5,Neural_progenitor_cells,0.88945470,0.71755161,0.86057450
4,10.5,Hepatocytes,2.39838787,2.83090336,2.91787474
4,10.5,Neural_progenitor_cells,1.10521254,0.85505753,0.83280752
4,10.5,NA,NA,NA,NA
4,10.5,Oligodendrocyte_Progenitors,1.65757725,1.43238892,1.43636507
4,10.5,Intermediate_Mesoderm,1.08014835,1.17395152,1.91589612
4,10.5,Notochord_cells,1.35285890,1.26124983,0.66875616
4,10.5,Inhibitory_neuron_progenitors,0.41149248,0.69793688,1.19530177
4,10.5,Epithelial_cells,0.96800525,0.97914856,1.19947656
4,10.5,Connective_tissue_progenitors,0.99936081,0.92032818,1.15664898
4,10.5,NA,NA,NA,NA
4,10.5,Chondroctye_progenitors,1.23592760,0.83919090,0.81820389
4,10.5,Early_mesenchyme,NA,NA,NA
4,10.5,Primitive_erythroid_lineage,2.48232315,1.53120329,1.73666190
4,10.5,Stromal_cells,0.76400614,1.15049170,1.22550567
4,10.5,Chondroctye_progenitors,NA,NA,NA
4,10.5,Intermediate_Mesoderm,1.38193869,1.10306347,1.32290913
4,10.5,Endothelial_cells,NA,NA,NA
4,10.5,Early_mesenchyme,1.04927642,0.88986137,1.16768489
4,10.5,Ependymal_cell,1.48323569,2.04825174,0.68911500
4,10.5,Oligodendrocyte_Progenitors,1.15281861,1.33502824,1.52702567
4,10.5,Neural_Tube,1.71091771,0.62105766,0.66766737
4,10.5,Oligodendrocyte_Progenitors,1.60894377,1.38634158,1.55075332
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Chondroctye_progenitors,1.22591112,0.91056823,0.79968416
4,10.5,White_blood_cells,1.32223229,0.78751724,1.65017628
4,10.5,Myocytes,0.48978924,0.43078970,1.21109389
4,10.5,Chondroctye_progenitors,1.08635095,0.83661657,0.82514565
4,10.5,Inhibitory_neuron_progenitors,NA,NA,NA
4,10.5,Neural_progenitor_cells,NA,NA,NA
4,10.5,Intermediate_Mesoderm,1.17888688,1.43613519,1.58086461
4,10.5,Stromal_cells,1.09130955,1.02808743,1.38595562
4,10.5,Endothelial_cells,1.56772713,1.35046918,1.11815964
4,10.5,Myocytes,0.56558747,0.36669034,1.18269078
4,10.5,Limb_mesenchyme,0.73939623,1.22219679,1.24665097
4,10.5,Excitatory_neurons,0.23130750,1.08364093,0.97582138
4,10.5,Notochord_cells,1.42776085,1.15096180,0.87260321
4,10.5,Chondroctye_progenitors,1.01435610,0.81148048,1.09347180
4,10.5,Epithelial_cells,1.09311086,0.85561453,0.30915436
4,10.5,Stromal_cells,0.90424010,0.83678013,1.54711859
4,10.5,Radial_glia,NA,NA,NA
4,10.5,Primitive_erythroid_lineage,2.35119737,1.41117196,1.75295886
4,10.5,Stromal_cells,NA,NA,NA
4,10.5,Limb_mesenchyme,0.75392287,1.25543946,1.22206055
4,10.5,Intermediate_Mesoderm,1.19943791,1.19570887,1.72526760
4,10.5,Endothelial_cells,1.01661215,1.17134428,1.21578106
4,10.5,Early_mesenchyme,1.21536453,0.97763222,1.28540186
4,10.5,Neural_Tube,1.70463057,0.65494023,0.53245103
4,10.5,Schwann_cell_precursor,2.47417308,3.21420711,2.83040447
4,10.5,Inhibitory_neuron_progenitors,0.49652041,0.83646938,1.44126016
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Sensory_neurons,0.84707623,1.05909083,0.58503477
4,10.5,Chondroctye_progenitors,1.29300755,1.66545917,1.59607122
4,10.5,Early_mesenchyme,1.00576544,0.82312658,1.03726219
4,10.5,Osteoblasts,0.92629474,1.02416845,1.41054651
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Oligodendrocyte_Progenitors,1.56356026,1.43542730,1.63718532
4,10.5,NA,NA,NA,NA
4,10.5,Isthmic_organizer_cells,NA,NA,NA
4,10.5,Oligodendrocyte_Progenitors,1.60555181,1.51783224,1.52382434
4,10.5,Neural_Tube,1.51162241,0.75109277,0.76050704
4,10.5,Neural_progenitor_cells,0.75510831,0.64147293,0.83686236
4,10.5,Radial_glia,1.81411405,0.79895759,0.56768429
4,10.5,Radial_glia,1.92251656,0.74325830,0.55324532
4,10.5,Oligodendrocyte_Progenitors,1.59001373,1.34162592,1.42018368
4,10.5,Neural_Tube,1.51516412,0.75810078,0.76963597
4,10.5,Schwann_cell_precursor,2.53136621,3.32698630,2.70582050
4,10.5,Chondrocytes_&_osteoblasts,1.13008596,1.18522797,1.21805400
4,10.5,Jaw_and_tooth_progenitors,1.02023547,0.88361748,1.00595967
4,10.5,Epithelial_cells,2.04768170,1.24312757,1.03226419
4,10.5,Neural_progenitor_cells,1.20769381,0.80446055,0.75625549
4,10.5,Cholinergic_neurons,0.56035601,1.06454649,0.02145980
4,10.5,Radial_glia,NA,NA,NA
4,10.5,Neural_progenitor_cells,0.69710253,0.72001061,0.70678027
4,10.5,Chondroctye_progenitors,1.22029766,0.77687686,0.90170332
4,10.5,Excitatory_neurons,0.36397647,1.01591698,1.04679813
4,10.5,Limb_mesenchyme,0.68355747,1.25890940,1.13596402
4,10.5,Inhibitory_neuron_progenitors,0.49275546,0.60190615,1.05530513
4,10.5,Intermediate_Mesoderm,1.17831198,1.18673436,1.70762343
4,10.5,Jaw_and_tooth_progenitors,1.04284505,0.88452649,1.04302603
4,10.5,Stromal_cells,0.90150334,0.83374247,1.55228903
4,10.5,Intermediate_Mesoderm,1.20059332,1.52402405,1.78032914
4,10.5,Neural_Tube,1.66796278,0.91795997,0.78016066
4,10.5,Intermediate_Mesoderm,1.16248890,1.37001362,1.69729306
4,10.5,Neural_progenitor_cells,0.74316847,0.95804433,0.16841160
4,10.5,Chondroctye_progenitors,1.22855356,0.86678937,0.81269595
4,10.5,Early_mesenchyme,NA,NA,NA
4,10.5,Neural_progenitor_cells,NA,NA,NA
4,10.5,Early_mesenchyme,1.02849846,0.86357048,0.95806953
4,10.5,Postmitotic_premature_neurons,NA,NA,NA
4,10.5,Chondroctye_progenitors,1.17461413,0.73991483,0.75781296
4,10.5,Neural_Tube,1.73169064,1.03504214,0.76791227
4,10.5,Neural_Tube,1.53081654,0.88103871,0.76017105
4,10.5,Primitive_erythroid_lineage,2.30513455,1.42976815,1.78293835
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Intermediate_Mesoderm,1.15855737,1.19397064,1.52842748
4,10.5,Premature_oligodendrocyte,1.58942508,1.68650710,1.77145034
4,10.5,Myocytes,0.51276549,0.41857415,1.21780053
4,10.5,Limb_mesenchyme,0.77610385,1.22834131,1.26214843
4,10.5,Neural_Tube,1.50561647,0.77222832,0.68215902
4,10.5,Early_mesenchyme,1.45934547,1.02134828,1.22666340
4,10.5,Endothelial_cells,1.59579558,1.44079982,0.96563306
4,10.5,Neural_progenitor_cells,1.03857150,0.87177191,0.70884142
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Radial_glia,NA,NA,NA
4,10.5,Neural_progenitor_cells,1.08350867,0.60111361,0.77528250
4,10.5,Neural_Tube,NA,NA,NA
4,10.5,Jaw_and_tooth_progenitors,1.34997845,0.91893888,0.96344692
4,10.5,Definitive_erythroid_lineage,NA,NA,NA
4,10.5,Epithelial_cells,1.10441141,1.19685316,1.02968058
4,10.5,Chondrocytes_&_osteoblasts,1.49109259,0.84284686,1.04149081
4,10.5,Cholinergic_neurons,0.55619690,1.06987763,0.02376042
4,10.5,Myocytes,1.08765645,1.33628016,1.79038302
4,10.5,Excitatory_neurons,0.55103868,1.10501571,0.11020542
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Jaw_and_tooth_progenitors,1.51803443,1.04497840,1.06991488
4,10.5,Isthmic_organizer_cells,1.66712909,1.50718385,1.51562535
4,10.5,Intermediate_Mesoderm,1.09101576,0.92703164,0.78236012
4,10.5,Intermediate_Mesoderm,1.13002112,1.22996194,1.81457966
4,10.5,Definitive_erythroid_lineage,NA,NA,NA
4,10.5,Neural_Tube,1.64378734,0.65616849,0.55724571
4,10.5,Neural_progenitor_cells,NA,NA,NA
4,10.5,Stromal_cells,1.19447816,0.92157533,1.24604011
4,10.5,Radial_glia,1.73374548,0.55877457,0.61360940
4,10.5,Neural_Tube,1.67680223,0.84612269,0.73817936
4,10.5,Jaw_and_tooth_progenitors,1.26030255,0.91034341,0.98296340
4,10.5,Epithelial_cells,0.99169672,0.97483022,1.34601427
4,10.5,Early_mesenchyme,1.33868747,0.97082475,1.15789136
4,10.5,Early_mesenchyme,1.46237327,1.02115211,1.25442873
4,10.5,Sensory_neurons,1.47704523,1.21934069,0.99558241
4,10.5,Ependymal_cell,0.71642300,1.71114698,1.22271708
4,10.5,Early_mesenchyme,0.99826376,0.84076442,1.05314069
4,10.5,Oligodendrocyte_Progenitors,1.71515988,1.08527142,0.90989136
4,10.5,Limb_mesenchyme,0.71831313,1.25162904,1.19954924
4,10.5,Neural_Tube,1.51766036,0.74627877,0.73675269
4,10.5,Early_mesenchyme,0.93452634,1.17656764,1.28257625
4,10.5,Intermediate_Mesoderm,1.04652712,1.45022399,1.85176045
4,10.5,Neural_Tube,1.60240103,0.74814724,0.64250411
4,10.5,Postmitotic_premature_neurons,0.60587122,0.77040051,0.73883641
4,10.5,Melanocytes,0.95299425,0.17534961,1.33080067
4,10.5,Definitive_erythroid_lineage,NA,NA,NA
4,10.5,Oligodendrocyte_Progenitors,1.59323975,1.30438975,1.33589040
4,10.5,Isthmic_organizer_cells,1.86834302,0.92364427,0.66922699
4,10.5,Schwann_cell_precursor,2.40256321,2.52653997,2.58542899
4,10.5,Intermediate_Mesoderm,1.08217161,1.36404950,1.80797451
4,10.5,Notochord_cells,1.38834474,1.17430693,0.70193669
4,10.5,Early_mesenchyme,1.05284550,1.16826146,1.28347596
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Neural_Tube,1.62247480,1.13069490,0.87411399
4,10.5,Sensory_neurons,NA,NA,NA
4,10.5,Neural_progenitor_cells,NA,NA,NA
4,10.5,Early_mesenchyme,1.02850382,1.17729555,1.35849843
4,10.5,Intermediate_Mesoderm,1.14732964,1.36010571,1.58178280
4,10.5,Stromal_cells,NA,NA,NA
4,10.5,Primitive_erythroid_lineage,2.63100924,1.54916002,1.68627691
4,10.5,Intermediate_Mesoderm,1.03946029,1.42364300,1.86097163
4,10.5,Neural_Tube,1.59656466,0.66297045,0.65823426
4,10.5,Epithelial_cells,0.97740399,1.09771342,0.81320265
4,10.5,Postmitotic_premature_neurons,0.59827973,0.83316789,0.75029431
4,10.5,Chondrocytes_&_osteoblasts,1.52385389,0.93216008,1.00044066
4,10.5,Intermediate_Mesoderm,1.03377422,1.42033978,1.85644500
4,10.5,Radial_glia,NA,NA,NA
4,10.5,Radial_glia,1.62508564,0.64409163,0.61365133
4,10.5,Epithelial_cells,1.12578265,1.28891273,0.97821184
4,10.5,Jaw_and_tooth_progenitors,NA,NA,NA
4,10.5,Sensory_neurons,1.20617697,0.65879358,1.18819091
4,10.5,Primitive_erythroid_lineage,2.55531795,1.51354568,1.65519993
4,10.5,Epithelial_cells,0.98225064,1.05773553,0.86106630
4,10.5,Primitive_erythroid_lineage,NA,NA,NA
4,10.5,Neural_Tube,NA,NA,NA
4,10.5,Cardiac_muscle_lineages,NA,NA,NA
4,10.5,Neural_progenitor_cells,NA,NA,NA
4,10.5,Oligodendrocyte_Progenitors,1.60811131,1.34752744,1.46522009
4,10.5,Definitive_erythroid_lineage,NA,NA,NA
4,10.5,Myocytes,0.38741482,0.38105364,1.12511254
4,10.5,Intermediate_Mesoderm,NA,NA,NA
4,10.5,Myocytes,NA,NA,NA
4,10.5,Neural_Tube,1.75117581,1.09450914,0.88387377
4,10.5,Neural_progenitor_cells,0.95531625,1.57462143,1.44377882
4,10.5,Radial_glia,NA,NA,NA
4,10.5,Chondrocytes_&_osteoblasts,1.41519923,1.01950256,1.25874666
4,10.5,Intermediate_Mesoderm,0.95790918,1.18889589,1.69652235
4,10.5,Notochord_cells,1.34235218,1.31557710,0.62030265
4,10.5,Stromal_cells,0.94175850,0.75431682,1.26289073
4,10.5,Epithelial_cells,1.19627958,0.89106209,1.29241860
4,10.5,Notochord_cells,1.37946547,1.19515781,0.69643037
4,10.5,Cholinergic_neurons,0.51873829,1.09878004,0.02525846
4,10.5,Neural_Tube,1.66887396,0.82062242,0.67901725
4,10.5,Isthmic_organizer_cells,1.79188704,1.24270373,1.04097650
4,10.5,Neural_progenitor_cells,1.31272137,0.73011938,0.79087185
4,10.5,Primitive_erythroid_lineage,2.38694887,1.39893349,1.78233228
4,10.5,Oligodendrocyte_Progenitors,1.51222678,1.52699761,1.63766509
4,10.5,Osteoblasts,NA,NA,NA
4,10.5,Notochord_cells,1.47521081,1.21330825,0.82573409
4,10.5,Neural_progenitor_cells,0.89385135,0.71093376,0.84565954
4,10.5,Isthmic_organizer_cells,1.80671645,1.64531275,0.66405800
4,10.5,Isthmic_organizer_cells,1.59322466,1.54890173,1.63996112
4,10.5,Radial_glia,1.69563380,0.71617529,0.72187834
4,10.5,Neural_progenitor_cells,1.07828288,0.83091838,0.73995655
4,10.5,Neural_progenitor_cells,NA,NA,NA
4,10.5,Early_mesenchyme,1.54195732,1.00621312,1.12492314
4,10.5,Isthmic_organizer_cells,1.83701446,0.92994965,0.69420987
4,10.5,Neural_progenitor_cells,NA,NA,NA
4,10.5,Isthmic_organizer_cells,1.83477517,1.29016666,0.89960951
4,10.5,Postmitotic_premature_neurons,0.52580375,0.89032242,0.92824411
4,10.5,Myocytes,0.78789542,0.96461687,1.61102384
4,10.5,Isthmic_organizer_cells,1.67764512,1.61431930,1.37321821
4,10.5,Limb_mesenchyme,0.81042828,1.25229720,1.16325041
4,10.5,Epithelial_cells,1.01420072,1.77007117,0.90065111
4,10.5,Notochord_cells,1.33712229,1.32157794,0.62175012
4,10.5,Jaw_and_tooth_progenitors,1.24243887,0.95286036,1.07090580
4,10.5,Radial_glia,1.65265820,0.72166919,0.73157033
4,10.5,Chondroctye_progenitors,1.10168575,0.97701524,0.77809314
4,10.5,Intermediate_Mesoderm,1.38864825,1.34860727,1.91649851
4,10.5,Early_mesenchyme,0.81327184,1.20512451,1.28399973
4,10.5,Early_mesenchyme,1.32470625,1.07367709,1.20435843
4,10.5,Postmitotic_premature_neurons,0.69119604,0.98318745,0.10234705
4,10.5,Epithelial_cells,1.00268522,1.06846457,0.84361797
