Embryo,Stage,mtX,mtY,mtZ
3,9.5,Cardiac_muscle_lineages,0.79069235,0.94591604,1.61595497
3,9.5,Neural_progenitor_cells,0.91465134,0.67231307,0.82489195
3,9.5,Early_mesenchyme,0.75236092,0.57521171,1.27059444
3,9.5,Sensory_neurons,1.05728761,0.72071508,0.81611816
3,9.5,Notochord_cells,1.45943171,1.29286832,0.92798269
3,9.5,Radial_glia,1.77221004,1.26154863,0.90300789
3,9.5,Early_mesenchyme,1.32290770,0.82924310,1.19503721
3,9.5,Epithelial_cells,1.48806681,1.69751856,1.56803479
3,9.5,Epithelial_cells,1.12046932,0.66353308,0.94627820
3,9.5,Early_mesenchyme,0.73403201,0.58301532,1.22976369
3,9.5,Neural_Tube,1.54700992,0.86373333,0.48565119
3,9.5,Endothelial_cells,1.35147585,1.41825046,1.10278372
3,9.5,Early_mesenchyme,1.41460527,0.80403390,1.08780790
3,9.5,Myocytes,0.36144225,0.42503297,1.09711392
3,9.5,Oligodendrocyte_Progenitors,1.58751019,1.45709365,1.36909219
3,9.5,Intermediate_Mesoderm,1.25867124,1.28162382,1.77911336
3,9.5,Primitive_erythroid_lineage,2.39795417,1.40481793,1.68088614
3,9.5,Oligodendrocyte_Progenitors,1.67931003,1.45121025,1.39173363
3,9.5,Endothelial_cells,1.60092023,1.16597102,1.39755993
3,9.5,Schwann_cell_precursor,2.47732644,2.44542989,2.99617749
3,9.5,Neural_Tube,1.45606036,0.84790625,0.63188217
3,9.5,Jaw_and_tooth_progenitors,1.23624364,0.83264307,1.01322492
3,9.5,Stromal_cells,0.98887555,0.87196868,1.42732187
3,9.5,Radial_glia,1.73721368,0.77114022,0.51585658
3,9.5,Primitive_erythroid_lineage,2.60141824,1.44856047,1.67659764
3,9.5,Schwann_cell_precursor,2.54361744,2.48282500,3.09659653
3,9.5,Notochord_cells,1.36991093,1.24147302,0.66591676
3,9.5,Radial_glia,1.81788496,0.83431320,0.57537197
3,9.5,Early_mesenchyme,0.99719753,1.10621112,1.52880841
3,9.5,Oligodendrocyte_Progenitors,1.66994518,1.59563716,1.35416246
3,9.5,Notochord_cells,1.41422337,1.06774344,0.69018998
3,9.5,Early_mesenchyme,1.06664102,0.83662156,1.07726616
3,9.5,Early_mesenchyme,1.31983146,0.84209394,1.21419217
3,9.5,Isthmic_organizer_cells,1.70883226,1.63257662,1.38208591
3,9.5,Radial_glia,1.72759026,0.76548705,0.50729625
3,9.5,Isthmic_organizer_cells,1.74953157,1.45817769,1.12219048
3,9.5,Epithelial_cells,1.13869897,0.12477917,1.22096090
3,9.5,Isthmic_organizer_cells,1.67990781,1.54824556,1.45716426
3,9.5,Early_mesenchyme,0.83867746,1.18926374,1.33268576
3,9.5,Early_mesenchyme,1.34283997,0.85071100,1.19798472
3,9.5,Radial_glia,1.68192652,0.80265090,0.46537883
3,9.5,Epithelial_cells,1.11702217,0.83070029,0.99269136
3,9.5,Early_mesenchyme,1.01931808,0.85531362,1.10469724
3,9.5,Neural_Tube,1.55889764,0.91275192,0.59136159
3,9.5,Neural_Tube,1.49592576,0.90731415,0.53783482
3,9.5,Neural_Tube,1.50732061,0.90001807,0.58935427
3,9.5,Neural_Tube,1.45500993,0.86848395,0.61398834
3,9.5,Cholinergic_neurons,0.69987601,0.97836075,0.11115918
3,9.5,Jaw_and_tooth_progenitors,1.25982467,0.83088243,1.07055786
3,9.5,Epithelial_cells,1.10496607,1.02117085,1.07217552
3,9.5,Intermediate_Mesoderm,1.28076215,1.25922853,1.91413756
3,9.5,Neural_progenitor_cells,0.93813417,0.68837496,0.64957243
3,9.5,Oligodendrocyte_Progenitors,1.59377409,1.50104977,1.52665380
3,9.5,Early_mesenchyme,1.26470966,0.84194812,1.02707814
3,9.5,Early_mesenchyme,1.02508800,0.81430824,1.17378777
3,9.5,Neural_Tube,1.51090897,0.83513935,0.64241068
3,9.5,Isthmic_organizer_cells,1.75371203,1.18469402,0.81308169
3,9.5,Early_mesenchyme,1.43437935,0.80997235,1.08221713
3,9.5,Early_mesenchyme,0.83215905,1.19334346,1.33302713
3,9.5,Neural_Tube,1.70123029,0.83155753,0.66648505
3,9.5,Neural_Tube,1.59907506,0.82212812,0.52192799
3,9.5,Oligodendrocyte_Progenitors,1.61815906,1.41346960,1.50052738
3,9.5,Isthmic_organizer_cells,1.76151292,1.34342238,0.99176672
3,9.5,Early_mesenchyme,0.92023365,0.67561169,1.33978707
3,9.5,Early_mesenchyme,0.97397194,0.76495356,1.19770531
3,9.5,Myocytes,0.62938658,0.52933254,1.22768613
3,9.5,Epithelial_cells,1.12291474,1.02799683,0.93276473
3,9.5,Chondroctye_progenitors,1.09945379,0.77800751,0.94758759
3,9.5,Early_mesenchyme,1.07225200,0.84109196,1.14526655
3,9.5,Intermediate_Mesoderm,1.25154910,1.28057454,1.80349762
3,9.5,Neural_progenitor_cells,1.18821731,0.84504194,0.68708263
3,9.5,Early_mesenchyme,0.75410483,0.63544135,1.27352497
3,9.5,Schwann_cell_precursor,2.36676834,2.95692974,2.86600218
3,9.5,Radial_glia,1.79657148,0.76958985,0.53151887
3,9.5,Endothelial_cells,1.43806185,1.20182993,1.26984749
3,9.5,Early_mesenchyme,1.04508516,1.11813591,1.53310157
3,9.5,Neural_Tube,1.54422422,0.84101952,0.53946627
3,9.5,Jaw_and_tooth_progenitors,1.16778645,0.86027528,1.00699115
3,9.5,Oligodendrocyte_Progenitors,1.64649175,1.49173666,1.46364712
3,9.5,Neural_Tube,1.72741731,0.85489746,0.60753966
3,9.5,Early_mesenchyme,1.40658592,0.82911548,1.08609356
3,9.5,Cardiac_muscle_lineages,1.40898622,1.34418308,2.08170117
3,9.5,Jaw_and_tooth_progenitors,1.23744165,0.85773742,1.00721914
3,9.5,Epithelial_cells,1.07346176,1.43442746,1.14090592
3,9.5,Epithelial_cells,1.11148342,1.18586845,1.04639269
3,9.5,Epithelial_cells,1.09235900,0.87524560,0.36294579
3,9.5,Neural_Tube,1.59694616,0.82888741,0.46696086
3,9.5,Early_mesenchyme,0.92850810,0.68520956,1.35646016
3,9.5,Radial_glia,1.80245671,0.74180652,0.55787435
3,9.5,Epithelial_cells,1.11553167,0.82950877,0.99753045
3,9.5,Radial_glia,1.80609687,0.76404629,0.54661803
3,9.5,Early_mesenchyme,1.04830379,1.12334491,1.55116722
3,9.5,Isthmic_organizer_cells,1.55416326,1.68129441,1.31839339
3,9.5,Isthmic_organizer_cells,1.74689900,1.15941389,0.77314055
3,9.5,Neural_Tube,1.56211419,0.90662031,0.68289304
3,9.5,Radial_glia,1.73139265,0.71007948,0.51734610
3,9.5,Neural_Tube,1.63402318,1.18136356,0.87238153
3,9.5,Isthmic_organizer_cells,1.81259472,1.29929656,0.99781292
3,9.5,Neural_Tube,1.46468345,0.82812231,0.64502423
3,9.5,Notochord_cells,1.41973856,1.01082737,0.72763369
3,9.5,Early_mesenchyme,0.90355142,0.67976085,1.24192437
3,9.5,Early_mesenchyme,0.75925273,0.59403713,1.26713351
3,9.5,Jaw_and_tooth_progenitors,1.22247137,0.82989898,1.05703436
3,9.5,Neural_Tube,1.60630479,0.84998442,0.55192999
3,9.5,Epithelial_cells,1.11590223,0.12275072,1.22325559
3,9.5,Early_mesenchyme,1.02965238,0.81294372,1.18631966
3,9.5,Stromal_cells,1.14670652,0.90979947,1.30539356
3,9.5,Stromal_cells,1.04090307,1.01478352,1.44474189
3,9.5,Cardiac_muscle_lineages,0.79884490,0.93438651,1.60936403
3,9.5,Endothelial_cells,1.58971868,1.38846032,1.06829701
3,9.5,Early_mesenchyme,1.19726061,0.84921151,1.06803313
3,9.5,Endothelial_cells,1.29905342,0.98438717,1.56091398
3,9.5,Early_mesenchyme,1.28854075,0.86676528,1.20873233
3,9.5,Early_mesenchyme,1.02408928,1.09301978,1.54533361
3,9.5,Neural_Tube,1.53892504,0.83768329,0.54237716
3,9.5,Cardiac_muscle_lineages,0.81672868,0.89259108,1.60717738
3,9.5,Endothelial_cells,1.06802823,1.43430327,0.71958509
3,9.5,Primitive_erythroid_lineage,2.42778459,1.37749832,1.70912183
3,9.5,Radial_glia,1.64865331,0.78781683,0.49808201
3,9.5,Epithelial_cells,1.23231499,0.66814320,1.20801260
3,9.5,Neural_Tube,1.52785794,0.88952090,0.42525036
3,9.5,Isthmic_organizer_cells,1.86646182,1.13991327,0.68954212
3,9.5,Epithelial_cells,1.07719451,1.16662403,1.68951263
3,9.5,Oligodendrocyte_Progenitors,1.46996583,1.38384949,1.42337198
3,9.5,Epithelial_cells,1.13134137,1.19711201,1.00260895
3,9.5,Notochord_cells,1.46826315,1.01834821,0.77464774
3,9.5,Radial_glia,1.77021318,0.87705578,0.58370750
3,9.5,Early_mesenchyme,1.02757041,0.78707837,1.01873305
3,9.5,Early_mesenchyme,0.76568277,0.61849517,1.26959678
3,9.5,Neural_Tube,1.55583381,0.86983882,0.42994827
3,9.5,Neural_progenitor_cells,0.96689078,1.06772953,0.90702541
3,9.5,Epithelial_cells,0.86522912,1.27418060,1.76242512
3,9.5,Jaw_and_tooth_progenitors,1.04496628,0.81553566,1.08712719
3,9.5,Intermediate_Mesoderm,1.26561013,1.24042282,1.81117678
3,9.5,Primitive_erythroid_lineage,2.64635847,1.57350369,1.49940593
3,9.5,Neural_Tube,1.62735914,0.75421769,0.53733271
3,9.5,Neural_Tube,1.48215990,0.81874788,0.60685931
3,9.5,Neural_Tube,1.51346860,0.88295375,0.49934357
3,9.5,Oligodendrocyte_Progenitors,1.57413387,1.51693413,1.43389981
3,9.5,Lens,0.52263824,0.40196338,0.68050219
3,9.5,Isthmic_organizer_cells,1.65269880,1.56508853,1.47771426
3,9.5,Neural_Tube,1.67671557,0.86515944,0.69619061
3,9.5,Intermediate_Mesoderm,1.12381779,1.22689207,1.68013083
3,9.5,Early_mesenchyme,1.05888180,1.12852069,1.57180910
3,9.5,Early_mesenchyme,1.33432733,0.85566611,1.19966622
3,9.5,Schwann_cell_precursor,2.44640668,1.90346536,2.95678911
3,9.5,Neural_Tube,1.47536800,0.88002402,0.60850854
3,9.5,Neural_progenitor_cells,0.66124808,0.79093750,0.72007505
3,9.5,Early_mesenchyme,1.15218635,0.82834481,1.24632407
3,9.5,Early_mesenchyme,1.13323137,1.13667209,1.56248998
3,9.5,Neural_progenitor_cells,1.31330000,0.84269176,0.66559942
3,9.5,Neural_Tube,1.70609632,0.80453480,0.57698467
3,9.5,Early_mesenchyme,1.00904287,1.13762897,1.59408484
3,9.5,Intermediate_Mesoderm,1.33603672,1.31871944,1.93031010
3,9.5,Neural_Tube,1.47434008,0.90434562,0.57021089
3,9.5,Early_mesenchyme,1.01582060,1.10774808,1.57279452
3,9.5,Neural_Tube,1.50657259,0.92937746,0.60867144
3,9.5,Isthmic_organizer_cells,1.79953843,1.31039176,0.94495854
3,9.5,Epithelial_cells,1.11650921,0.13331828,1.23506981
3,9.5,Primitive_erythroid_lineage,2.54287759,1.42822428,1.65354526
3,9.5,Epithelial_cells,0.88340058,1.19361977,1.82268787
3,9.5,Early_mesenchyme,1.30000577,0.88837231,1.25677244
3,9.5,Early_mesenchyme,1.03513029,1.13762257,1.60842633
3,9.5,Neural_Tube,1.61838572,0.89206235,0.66726393
3,9.5,Radial_glia,1.71063884,0.76153375,0.47379016
3,9.5,Early_mesenchyme,1.37192797,0.81861178,1.10460308
3,9.5,Early_mesenchyme,1.02172460,1.10631310,1.53144070
3,9.5,Notochord_cells,1.39753855,1.10872284,0.68804720
3,9.5,Neural_Tube,1.61790843,0.82791253,0.51156611
3,9.5,Early_mesenchyme,1.08366751,1.12789694,1.57383800
3,9.5,Cholinergic_neurons,0.67709206,1.02917061,0.22100659
3,9.5,Early_mesenchyme,0.86337172,1.17548267,1.36120845
3,9.5,Isthmic_organizer_cells,1.80168205,1.17409499,0.75978543
3,9.5,Early_mesenchyme,0.97630388,1.15487112,1.44322638
3,9.5,Early_mesenchyme,1.15125805,0.89584456,1.30470298
3,9.5,Neural_progenitor_cells,0.91541720,1.23490815,1.03566449
3,9.5,Early_mesenchyme,1.44735698,0.81470381,1.07623402
3,9.5,Primitive_erythroid_lineage,2.59334299,1.52675577,1.66382041
3,9.5,Early_mesenchyme,1.45261573,0.81196278,1.08362803
3,9.5,Schwann_cell_precursor,2.56075957,2.37746144,2.97131444
3,9.5,Oligodendrocyte_Progenitors,1.54841380,1.52175729,1.51395784
3,9.5,Early_mesenchyme,1.42018363,0.80917292,1.10839623
3,9.5,Endothelial_cells,1.52883718,1.14288342,1.30549771
3,9.5,Cardiac_muscle_lineages,1.42789285,1.35089357,2.12171059
3,9.5,Stromal_cells,1.06667216,0.97422386,1.37202311
3,9.5,Stromal_cells,0.91378931,0.83344552,1.53318486
3,9.5,Intermediate_Mesoderm,1.25070658,1.21815043,1.78163185
3,9.5,Early_mesenchyme,1.03237350,1.13242461,1.57357807
3,9.5,Neural_Tube,1.63580983,0.83791405,0.43230552
3,9.5,Early_mesenchyme,1.01411537,0.80538768,1.11042191
3,9.5,Early_mesenchyme,1.04182319,1.13871796,1.59631246
3,9.5,Intermediate_Mesoderm,0.96991806,1.19745936,1.68888522
3,9.5,Early_mesenchyme,1.00409793,1.11061354,1.52590834
3,9.5,Endothelial_cells,1.54058381,1.20302559,1.44798232
3,9.5,Neural_Tube,1.55641804,0.84501035,0.53927264
3,9.5,Intermediate_Mesoderm,1.11674284,1.23477378,1.74616155
3,9.5,Intermediate_Mesoderm,1.18117638,1.28390773,1.82681231
3,9.5,Chondroctye_progenitors,1.23952291,0.82107432,0.99905174
3,9.5,Intermediate_Mesoderm,0.59660953,0.38872552,1.17978059
3,9.5,Endothelial_cells,1.58497980,1.31638205,1.12439103
3,9.5,Early_mesenchyme,1.12636890,1.14827034,1.60989043
3,9.5,Early_mesenchyme,1.00841987,0.78813334,1.13902894
3,9.5,Early_mesenchyme,0.74740676,0.58250263,1.23018432
3,9.5,Neural_progenitor_cells,0.77016255,0.94585145,0.20697034
3,9.5,Epithelial_cells,1.16033251,1.23894318,1.02491045
3,9.5,Neural_Tube,1.53158415,0.89311681,0.43590651
3,9.5,Schwann_cell_precursor,2.46814665,2.48705093,3.00025147
3,9.5,Neural_Tube,1.50604477,0.87209780,0.64043263
3,9.5,Intermediate_Mesoderm,1.26812978,1.25647258,1.89121954
3,9.5,Isthmic_organizer_cells,1.57622351,1.55760094,1.36520792
3,9.5,Early_mesenchyme,1.04658207,1.12964519,1.52601628
3,9.5,Epithelial_cells,1.12458111,0.93990454,1.14427518
3,9.5,Neural_Tube,1.64489401,0.79936603,0.52760443
3,9.5,Epithelial_cells,1.13593588,0.98228553,1.18615217
3,9.5,Early_mesenchyme,1.09048013,1.13120928,1.58100666
3,9.5,Intermediate_Mesoderm,1.11889891,1.12896355,1.63320737
3,9.5,Neural_Tube,1.48169969,0.87216051,0.59330075
3,9.5,Neural_Tube,1.53742980,0.96042704,0.66482014
3,9.5,Primitive_erythroid_lineage,2.57399956,1.51348420,1.55264611
3,9.5,Early_mesenchyme,0.96876201,1.11691318,1.35249071
3,9.5,Oligodendrocyte_Progenitors,1.57280908,1.39582252,1.29735483
3,9.5,Stromal_cells,0.93910118,0.84156407,1.49865140
3,9.5,Radial_glia,1.85715005,0.75976560,0.57029970
3,9.5,Early_mesenchyme,0.75603431,0.56571881,1.26418750
3,9.5,Epithelial_cells,0.87682004,1.21075948,1.80940999
3,9.5,Oligodendrocyte_Progenitors,1.61531286,1.44787845,1.44429304
3,9.5,Neural_Tube,1.61138457,0.92770951,0.66624746
3,9.5,Primitive_erythroid_lineage,2.49750959,1.53072969,1.54152341
3,9.5,Isthmic_organizer_cells,1.79134122,1.24883110,0.89638830
3,9.5,Epithelial_cells,1.02594974,0.96186944,1.31403289
3,9.5,Early_mesenchyme,0.91526627,1.12936588,1.38222307
3,9.5,Epithelial_cells,1.12169683,0.68711139,0.94271166
3,9.5,Isthmic_organizer_cells,1.83121950,1.25865384,0.97825916
3,9.5,Neural_progenitor_cells,1.33122449,0.59693796,0.70967173
3,9.5,Neural_Tube,1.51080595,0.79591078,0.63199531
3,9.5,Early_mesenchyme,1.01105063,1.11036905,1.53650176
3,9.5,Isthmic_organizer_cells,1.61891180,1.59185545,1.55783986
3,9.5,Stromal_cells,1.02213978,0.80139490,1.18729523
3,9.5,Schwann_cell_precursor,2.59564369,2.48354172,3.01754395
3,9.5,Neural_Tube,1.47562341,0.88514354,0.55791653
3,9.5,Oligodendrocyte_Progenitors,1.61064946,1.29755006,1.07710825
3,9.5,Neural_Tube,1.60806338,0.77924012,0.52755650
3,9.5,Oligodendrocyte_Progenitors,1.65629917,1.22406934,0.94511523
3,9.5,Early_mesenchyme,1.04508191,0.84094747,1.20836288
3,9.5,Neural_Tube,1.52566009,0.90257003,0.52317093
3,9.5,Epithelial_cells,1.15973898,0.92351883,1.22064257
3,9.5,Oligodendrocyte_Progenitors,1.68722992,1.43787034,1.41464084
3,9.5,Early_mesenchyme,1.10779185,1.16143181,1.59630158
3,9.5,Neural_Tube,1.76787593,1.09439405,0.76230368
3,9.5,Neural_Tube,1.47088247,0.82935572,0.66758492
3,9.5,Radial_glia,1.69181503,0.68043802,0.52449817
3,9.5,Notochord_cells,1.43941298,1.05777509,0.72964737
3,9.5,Epithelial_cells,0.85711290,1.31297714,1.74374041
3,9.5,Early_mesenchyme,1.00336163,0.80277985,1.13338787
3,9.5,Intermediate_Mesoderm,1.08691126,0.96305268,1.42734516
3,9.5,Isthmic_organizer_cells,1.89026968,1.08977600,0.70499694
3,9.5,Early_mesenchyme,0.84440541,0.63748157,1.25451095
3,9.5,Intermediate_Mesoderm,1.07063928,1.36174447,1.80775891
3,9.5,Early_mesenchyme,1.35308418,0.92426368,1.28129599
3,9.5,Isthmic_organizer_cells,1.67786625,1.55800857,1.46701077
3,9.5,Endothelial_cells,1.45349445,1.15770491,1.47897765
3,9.5,Early_mesenchyme,1.46745944,0.82426212,1.07739232
3,9.5,Early_mesenchyme,0.91705103,0.67188891,1.33390105
3,9.5,Oligodendrocyte_Progenitors,1.66160611,1.23860545,0.95620441
3,9.5,Neural_Tube,1.47242495,0.98835769,0.73566940
3,9.5,Radial_glia,1.87099019,0.79848568,0.53154520
3,9.5,Radial_glia,1.80796050,1.42439503,0.95689575
3,9.5,Isthmic_organizer_cells,1.79491061,1.63599310,0.67790583
3,9.5,Intermediate_Mesoderm,1.08667073,1.34961641,1.78581404
3,9.5,Neural_Tube,1.47112940,0.86783553,0.66011397
3,9.5,Epithelial_cells,1.99957608,1.16712137,1.12271062
3,9.5,Radial_glia,1.67290828,0.79565571,0.56907204
3,9.5,Radial_glia,1.72116518,0.80224606,0.53155103
3,9.5,Early_mesenchyme,1.42838212,0.81594615,1.09043509
3,9.5,Early_mesenchyme,0.74471593,0.57337027,1.26585872
3,9.5,Neural_Tube,1.53532948,0.89572428,0.39476809
3,9.5,Isthmic_organizer_cells,1.82736012,1.20435732,0.90239361
3,9.5,Endothelial_cells,1.51424125,1.15186036,1.43554886
3,9.5,Intermediate_Mesoderm,1.11967345,1.31370019,1.88004258
3,9.5,Epithelial_cells,1.02168604,1.11000772,1.66470581
3,9.5,Isthmic_organizer_cells,1.74268402,1.40240918,1.06943215
3,9.5,Early_mesenchyme,0.76308062,0.59112735,1.26327992
3,9.5,Neural_Tube,1.55670824,0.85895882,0.45706565
3,9.5,Radial_glia,1.86450320,0.73620656,0.53017418
3,9.5,Neural_Tube,1.67166099,1.09002165,0.76437895
3,9.5,Epithelial_cells,1.02009987,0.96907562,1.27531502
3,9.5,Early_mesenchyme,1.01423490,1.11411015,1.54244425
3,9.5,Early_mesenchyme,1.24028445,0.82237742,1.02597348
3,9.5,Early_mesenchyme,1.00396823,0.78617264,1.12567143
3,9.5,Intermediate_Mesoderm,1.14497588,1.15252568,1.62318791
3,9.5,Jaw_and_tooth_progenitors,1.23310365,0.84957579,1.02063238
3,9.5,Early_mesenchyme,0.86912521,0.64548824,1.27742073
3,9.5,Endothelial_cells,0.03659166,1.38679738,1.16273874
3,9.5,Intermediate_Mesoderm,1.06828044,1.13500019,1.58106794
3,9.5,Osteoblasts,0.94419046,0.93393696,1.44851184
3,9.5,Neural_Tube,1.51238313,0.88414885,0.49953745
3,9.5,Stromal_cells,0.91648225,0.84187404,1.52920836
3,9.5,Early_mesenchyme,1.34855901,0.87656767,1.23123030
3,9.5,Stromal_cells,1.00687846,0.88630012,1.43036155
3,9.5,Notochord_cells,1.38311407,1.20209752,0.68382290
3,9.5,Neural_Tube,1.52891284,0.94090209,0.67927585
3,9.5,Epithelial_cells,1.19783352,1.29245023,1.04019118
3,9.5,Early_mesenchyme,0.74768134,0.55788373,1.26497501
3,9.5,Stromal_cells,0.79105830,0.65258093,1.27532667
3,9.5,Neural_Tube,1.75198715,1.08201040,0.72167931
3,9.5,Neural_Tube,1.61065269,0.80756281,0.52067164
3,9.5,Stromal_cells,1.05676844,0.87753135,1.28536573
3,9.5,Sensory_neurons,1.17156827,0.79564594,0.90054182
3,9.5,Intermediate_Mesoderm,1.10052640,1.12391199,1.57599673
3,9.5,Early_mesenchyme,1.01099566,1.12574135,1.52427027
3,9.5,Early_mesenchyme,1.00377403,1.10866138,1.53839054
3,9.5,Early_mesenchyme,1.03923653,1.12859065,1.53336477
3,9.5,Jaw_and_tooth_progenitors,1.28032616,0.89495232,1.19676010
3,9.5,Epithelial_cells,1.10422739,1.12142962,1.08795083
3,9.5,Early_mesenchyme,1.43398536,0.81271394,1.08686928
3,9.5,Sensory_neurons,1.25332004,0.72208805,1.02440890
3,9.5,Neural_Tube,1.55691373,0.81812428,0.56809090
3,9.5,Intermediate_Mesoderm,1.08867892,1.33272778,1.79279422
3,9.5,Cholinergic_neurons,0.61680996,1.06692223,0.16262205
3,9.5,Epithelial_cells,1.08070885,1.42463392,1.13143108
3,9.5,Early_mesenchyme,0.84419750,1.16883584,1.33536902
3,9.5,Early_mesenchyme,1.04103926,1.13043724,1.53526752
3,9.5,Early_mesenchyme,1.27956715,0.83838595,1.17612385
3,9.5,Early_mesenchyme,0.74219136,0.59879019,1.27281766
3,9.5,Neural_progenitor_cells,1.03975718,0.87993901,0.71313204
3,9.5,Neural_Tube,1.51856856,0.87558764,0.57672724
3,9.5,Early_mesenchyme,1.01272583,0.81663911,1.16775942
3,9.5,Neural_progenitor_cells,1.37616812,0.64941058,0.68965865
3,9.5,Early_mesenchyme,1.12209362,1.14192004,1.60126943
3,9.5,Early_mesenchyme,0.90283386,1.13556346,1.35522762
3,9.5,Oligodendrocyte_Progenitors,1.63781110,1.58577346,1.46483375
